iter	Passed	Remaining
1098	23222	8473
1099	23243	8452
1100	23262	8430
1101	23281	8408
1102	23301	8386
1103	23321	8365
1104	23339	8343
1105	23359	8321
1106	23379	8300
1107	23401	8279
1108	23443	8265
1109	23466	8245
1110	23488	8224
1111	23508	8202
1112	23528	8180
1113	23547	8159
1114	23568	8138
