iter	Logloss	Accuracy
159	0.4979117772	0.7612749479
160	0.497743646	0.7612153709
161	0.4976336147	0.7610962169
162	0.4971606965	0.7610962169
163	0.4969029048	0.7611557939
164	0.4968377206	0.7612153709
165	0.4967079188	0.7609770629
166	0.4962823771	0.7614536789
167	0.4962552761	0.7615132559
168	0.4961545107	0.7616919869
169	0.4954946892	0.7623473339
170	0.4953594569	0.7627047959
171	0.4952125602	0.762883527
172	0.4951047954	0.762943104
173	0.4948408861	0.762764373
174	0.4947533177	0.7626452189
175	0.4946107669	0.76282395
176	0.4945083258	0.762764373
177	0.4942472389	0.763121835
178	0.4940076125	0.763360143
179	0.4937046879	0.763121835
180	0.4936152674	0.763002681
181	0.4933924032	0.763240989
182	0.4930556689	0.76341972
183	0.4929841398	0.763598451
184	0.4929527132	0.763658028
185	0.4928620887	0.763538874
186	0.492723277	0.763777182
187	0.4926184361	0.763836759
188	0.4922324547	0.763598451
189	0.492007679	0.76401549
190	0.4917773955	0.76401549
191	0.4915923366	0.763836759
192	0.4914501025	0.764194221
193	0.491186282	0.764134644
194	0.4908627068	0.763955913
195	0.4906912993	0.763717605
196	0.4904917121	0.763896336
197	0.4903045829	0.764194221
198	0.4902534018	0.764194221
199	0.4901313338	0.764492106
200	0.4900381987	0.7647899911
201	0.4899361071	0.7648495681
202	0.4898700081	0.7649687221
203	0.4897550186	0.7650282991
204	0.4894974856	0.7651474531
205	0.4894450264	0.7647899911
206	0.4893156286	0.7653261841
207	0.4892205621	0.7651474531
208	0.4891154086	0.7655644921
209	0.4889710298	0.7656836461
210	0.4887810859	0.7653857611
211	0.4886360229	0.7654453381
212	0.4884564526	0.7658028001
213	0.4883076676	0.7658623771
214	0.4882015009	0.7660411081
215	0.4880736925	0.7658028001
216	0.4880222019	0.7656836461
217	0.4878972768	0.7657432231
218	0.4878054273	0.7658623771
219	0.4871803903	0.7661602621
220	0.4869622536	0.7663389931
221	0.4867046539	0.7669347632
222	0.4865771038	0.7670539172
223	0.4865460536	0.7671134942
224	0.4865179192	0.7671134942
225	0.4863851314	0.7673518022
226	0.4862999301	0.7674113792
227	0.4861936618	0.7675901102
228	0.4860706859	0.7675305332
229	0.4860269437	0.7676496872
230	0.4859161031	0.7674113792
231	0.4857534714	0.7677092642
232	0.4856100747	0.7675305332
233	0.4853549557	0.7677092642
234	0.4852933764	0.7677092642
235	0.4852154109	0.7678284182
236	0.4849311163	0.7677688412
237	0.4847089631	0.7684241883
238	0.4846192574	0.7683646113
239	0.4845284282	0.7684241883
240	0.4843785775	0.7682454573
241	0.4840715624	0.7683050343
242	0.4839830542	0.7683646113
243	0.4838638344	0.7684837653
244	0.4836638869	0.7684241883
245	0.4835454499	0.7684241883
246	0.4834824479	0.7681858803
247	0.4833453357	0.7683646113
248	0.4833141139	0.7682454573
249	0.4830826006	0.7685433423
250	0.4830244155	0.7685433423
251	0.4827184119	0.7686029193
252	0.4826488856	0.7687220733
253	0.4824502451	0.7689008043
254	0.4823180253	0.7691391123
255	0.482121263	0.7691986893
256	0.4819989541	0.7691391123
257	0.4818427649	0.7693178433
258	0.4817757738	0.7693178433
259	0.4816540578	0.7693178433
260	0.4815195423	0.7690795353
261	0.4813816641	0.7694965743
262	0.4809630568	0.7696753053
263	0.480832195	0.7697348823
264	0.4807036272	0.7698540363
265	0.480435901	0.7701519214
266	0.4802858326	0.7701519214
267	0.48002509	0.7700923444
268	0.4799602137	0.7703306524
269	0.4798680386	0.7702114984
270	0.479765423	0.7703306524
271	0.4795257926	0.7705093834
272	0.4793559605	0.7705093834
273	0.4790933766	0.7705093834
274	0.478840789	0.7703902294
275	0.4786616284	0.7701519214
276	0.4785129293	0.7705093834
277	0.4785002339	0.7706285374
278	0.4784671462	0.7706285374
279	0.4783335091	0.7705689604
280	0.4781406764	0.7710455764
281	0.4779266004	0.7711051534
282	0.4778680649	0.7710455764
283	0.4775815376	0.7709264224
284	0.4773627419	0.7708668454
285	0.4773374486	0.7708668454
286	0.4767633995	0.7710455764
287	0.4766277497	0.7712838844
288	0.476297564	0.7716413464
289	0.47609841	0.7719988085
290	0.4759831061	0.7719988085
291	0.4758256998	0.7723562705
292	0.4756755489	0.7725945785
293	0.475337317	0.7727137325
294	0.4752093069	0.7725945785
295	0.474813479	0.7726541555
296	0.4747370323	0.7725350015
297	0.4743081749	0.7727733095
298	0.4740417233	0.7727733095
299	0.4739177556	0.7727137325
300	0.4737082096	0.7726541555
301	0.4736380928	0.7726541555
302	0.4735866979	0.7728924635
303	0.4734855235	0.7727137325
304	0.4733478126	0.7731307715
305	0.4732510542	0.7731903485
306	0.472942629	0.7730711945
307	0.4727843254	0.7733095025
308	0.4726724554	0.7731903485
309	0.4726131368	0.7733095025
310	0.4725812331	0.7733095025
311	0.472249367	0.7736669646
312	0.4721822092	0.7734882335
313	0.4720398004	0.7733690795
314	0.4719513363	0.7735478105
315	0.471901034	0.7734882335
316	0.4717272635	0.7736669646
317	0.4716777837	0.7736669646
318	0.4714235286	0.7739052726
319	0.4713504559	0.7740840036
320	0.4712758625	0.7739052726
321	0.4710706535	0.7739052726
322	0.4709332385	0.7739648496
323	0.4708443503	0.7740244266
324	0.4707001253	0.7739648496
325	0.4706347434	0.7740244266
326	0.4705274108	0.7742031576
327	0.4704602133	0.7742627346
328	0.4702045069	0.7745010426
329	0.4699238638	0.7749180816
330	0.4698082115	0.7751563896
331	0.4697314484	0.7750968126
332	0.4696000974	0.7749180816
333	0.4694486687	0.7750372356
334	0.4692590799	0.7752755436
335	0.4691412243	0.7755734287
336	0.4689818201	0.7759308907
337	0.4688112179	0.7756330057
338	0.468783664	0.7755734287
339	0.4686017917	0.7755138517
340	0.4684881334	0.7756330057
341	0.4683419412	0.7756925827
342	0.468162838	0.7758117367
343	0.4681055126	0.7757521597
344	0.4679317962	0.7755734287
345	0.4678567618	0.7756330057
346	0.4676556689	0.7754542746
347	0.4675947196	0.7758713137
348	0.4673242733	0.7757521597
349	0.4672690411	0.7759308907
350	0.4672174455	0.7762287757
351	0.4671364937	0.7761691987
352	0.4669890319	0.7761096217
353	0.4669453829	0.7763479297
354	0.4668324526	0.7763479297
355	0.4667048349	0.7762287757
356	0.4666239075	0.7760500447
357	0.46648462	0.7763479297
358	0.4662557685	0.7762883527
359	0.4661944329	0.7764075067
360	0.4658048182	0.7768841227
361	0.465637019	0.7772415847
362	0.4655487633	0.7771224307
363	0.4654194825	0.7773011618
364	0.4653484308	0.7773011618
365	0.4653177961	0.7774798928
366	0.4652440138	0.7775990468
367	0.4650172209	0.7774798928
368	0.4649512453	0.7778373548
369	0.4648706622	0.7778373548
370	0.4645252447	0.7783139708
371	0.4644307647	0.7783139708
372	0.464405091	0.7784331248
373	0.4642069365	0.7782543938
374	0.4640822429	0.7784331248
375	0.4639208651	0.7785522788
376	0.4637568222	0.7785522788
377	0.4636574727	0.7786714328
378	0.4635412549	0.7786714328
379	0.463422956	0.7787905868
380	0.4633473712	0.7789097408
381	0.4631494103	0.7790884718
382	0.463018844	0.7793863569
383	0.462959285	0.7793863569
384	0.4628127302	0.7793863569
385	0.4627020853	0.7793863569
386	0.4625145063	0.7793267799
387	0.4624359516	0.7794459339
388	0.4623133686	0.7792672029
389	0.4621210854	0.7790884718
390	0.4619855148	0.7793267799
391	0.4619769727	0.7792076259
392	0.461931539	0.7793267799
393	0.4616319353	0.7794459339
394	0.4615191284	0.7792672029
395	0.4615080044	0.7792076259
396	0.4614278838	0.7794459339
397	0.4613251692	0.7797438189
398	0.4612797951	0.7797438189
399	0.4611898756	0.7801012809
400	0.4610364581	0.7800417039
401	0.4608471003	0.7799821269
402	0.4607956534	0.7800417039
403	0.46076526	0.7800417039
404	0.4606829621	0.7802800119
405	0.4604801155	0.7803991659
406	0.4603686607	0.7805183199
407	0.4602168764	0.7806970509
408	0.4600349265	0.7804587429
409	0.4599762928	0.7802800119
410	0.4597983145	0.7804587429
411	0.4597295157	0.7806970509
412	0.4596525242	0.7806970509
413	0.4595441053	0.7806970509
414	0.4595020721	0.7806970509
415	0.4594583137	0.7806374739
416	0.4591868974	0.7807566279
417	0.4589693051	0.7807566279
418	0.4588547893	0.7808757819
419	0.4588117232	0.780935359
420	0.4587781042	0.78111409
421	0.4587128641	0.7808162049
422	0.4586036963	0.7808757819
423	0.4584250085	0.781054513
424	0.4583783275	0.781173667
425	0.458332557	0.78111409
426	0.4581449881	0.781531129
427	0.4580439032	0.781531129
428	0.4578905609	0.781769437
429	0.4578654141	0.781948168
430	0.4577711086	0.782007745
431	0.4577141251	0.78230563
432	0.4575475086	0.782722669
433	0.4574923321	0.7827822461
434	0.457333668	0.782484361
435	0.4570704434	0.7827822461
436	0.4570077569	0.7829014001
437	0.4568026578	0.7828418231
438	0.4566640234	0.7829609771
439	0.4566113497	0.782663092
440	0.4565109187	0.782722669
441	0.4564994053	0.782722669
442	0.456437265	0.7829014001
443	0.4563671358	0.7829014001
444	0.4563059144	0.7827822461
445	0.4562293854	0.7827822461
446	0.4561475352	0.7829609771
447	0.4561109943	0.7829609771
448	0.4559528507	0.7833780161
449	0.4558117168	0.7833780161
450	0.4557826453	0.7834375931
451	0.4556869443	0.7834971701
452	0.4556279727	0.7832588621
453	0.4554674991	0.7833184391
454	0.4553050544	0.7834375931
455	0.4551107786	0.7834971701
456	0.455025113	0.7834375931
457	0.4549321251	0.7835567471
458	0.4548560744	0.7834375931
459	0.4547427006	0.7834375931
460	0.4546610863	0.7834375931
461	0.4545960298	0.7834971701
462	0.45441714	0.7836759011
463	0.4543672243	0.7835567471
464	0.4543437181	0.7837354781
465	0.4542958968	0.7838546321
466	0.4542672003	0.7837354781
467	0.4542536005	0.7837950551
468	0.4540391663	0.7840333631
469	0.4539290651	0.7840929401
470	0.4538685062	0.7841525171
471	0.4538655366	0.7841525171
472	0.4538000542	0.7842716711
473	0.4537578474	0.7845099791
474	0.453712519	0.7844504021
475	0.4535538664	0.7844504021
476	0.453432628	0.7843908251
477	0.4533555665	0.7847482872
478	0.4533113161	0.7849270182
479	0.4532925834	0.7846887102
480	0.4532295607	0.7846291332
481	0.4531738358	0.7846291332
482	0.4531543166	0.7846291332
483	0.4531368035	0.7847482872
484	0.453103122	0.7848674412
485	0.4529829719	0.7849865952
486	0.4529201122	0.7848674412
487	0.4528023688	0.7848674412
488	0.4526042881	0.7852844802
489	0.4524175327	0.7852249032
490	0.4523447022	0.7856419422
491	0.4522532898	0.7852844802
492	0.4522274368	0.7852249032
493	0.4521454999	0.7852249032
494	0.4520693292	0.7852249032
495	0.4519004399	0.7858802502
496	0.4518162949	0.7861781352
497	0.4517183517	0.7859994042
498	0.4516074527	0.7857610962
499	0.4515631186	0.7858206732
500	0.4514843798	0.7858802502
501	0.4513873908	0.7863568662
502	0.4513605299	0.7862972892
503	0.4512210742	0.7862377122
504	0.4511429068	0.7862377122
505	0.4511094912	0.7864760203
506	0.4509645234	0.7868334823
507	0.4508952483	0.7866547513
508	0.4507980685	0.7868930593
509	0.4507827315	0.7868334823
510	0.4506877349	0.7868930593
511	0.4506231961	0.7868930593
512	0.4504945531	0.7868334823
513	0.4504200476	0.7868334823
514	0.4503622826	0.7869526363
515	0.4502955868	0.7871313673
516	0.450222774	0.7870122133
517	0.4502074337	0.7870122133
518	0.4500569121	0.7870717903
519	0.449983533	0.7872505213
520	0.4499650821	0.7871909443
521	0.4496613938	0.7871313673
522	0.4495500277	0.7873696753
523	0.4495380757	0.7873696753
524	0.449453428	0.7875484063
525	0.4494436019	0.7874292523
526	0.4493470112	0.7877867143
527	0.4492583409	0.7877271373
528	0.4492197848	0.7877867143
529	0.4491827573	0.7877867143
530	0.4490247056	0.7879058683
531	0.4488840081	0.7882037534
532	0.4487456326	0.7882037534
533	0.4486683262	0.7882037534
534	0.4485226002	0.7881441763
535	0.4484308077	0.7882037534
536	0.4483660132	0.7882633304
537	0.4483063554	0.7883824844
538	0.4482748279	0.7886803694
539	0.4481972625	0.7889186774
540	0.4481263718	0.7890378314
541	0.4479734719	0.7892165624
542	0.4479010963	0.7893952934
543	0.4478373887	0.7893357164
544	0.4477989182	0.7892761394
545	0.4476937897	0.7894548704
546	0.4475945695	0.7892165624
547	0.4474875156	0.7894548704
548	0.4474503095	0.7893952934
549	0.4473807848	0.7893952934
550	0.4473619217	0.7895144474
551	0.4472894051	0.7895740244
552	0.4472084059	0.7896931784
553	0.4471618616	0.7895144474
554	0.4470891774	0.7898719094
555	0.4470076503	0.7898719094
556	0.4469556722	0.7899314864
557	0.4467837318	0.7899314864
558	0.4467083114	0.7899314864
559	0.4466291381	0.7900506405
560	0.4465330358	0.7900506405
561	0.4464212181	0.7898123324
562	0.4463186854	0.7899910634
563	0.4462539825	0.7899314864
564	0.4461884768	0.7900506405
565	0.4460647917	0.7902293715
566	0.4459885719	0.7905868335
567	0.4458955506	0.7905272565
568	0.4458662792	0.7903485255
569	0.4458139622	0.7905868335
570	0.4457629046	0.7905272565
571	0.4456873739	0.7907059875
572	0.4456016592	0.7907655645
573	0.4455782943	0.7907655645
574	0.4454998305	0.7911230265
575	0.4454079598	0.7913613345
576	0.4453605707	0.7912421805
577	0.4452898564	0.7911230265
578	0.4451759694	0.7913017575
579	0.4450396552	0.7910634495
580	0.4449849041	0.7912421805
581	0.4449616551	0.7911826035
582	0.4449056284	0.7911826035
583	0.4448257176	0.7914804885
584	0.4447334404	0.7915400655
585	0.4446581987	0.7917187965
586	0.4446266326	0.7918379506
587	0.4445454513	0.7918379506
588	0.4444075822	0.7920166816
589	0.4442881824	0.7923145666
590	0.4441855627	0.7924337206
591	0.4440863032	0.7925528746
592	0.4440294105	0.7922549896
593	0.4439964233	0.7924932976
594	0.4439253229	0.7924932976
595	0.4438674913	0.7922549896
596	0.4437851771	0.7922549896
597	0.4437108373	0.7922549896
598	0.4434589419	0.7923145666
599	0.4433923179	0.7924337206
600	0.4432460238	0.7926720286
601	0.4431877024	0.7927316056
602	0.4430780765	0.7926720286
603	0.4429557384	0.7927316056
604	0.4428572982	0.7928507596
605	0.442804656	0.7926720286
606	0.4427723549	0.7926720286
607	0.4427677738	0.7926720286
608	0.4427178521	0.7926720286
609	0.4425654041	0.7925528746
610	0.442511869	0.7925528746
611	0.4424374219	0.7925528746
612	0.4422379513	0.7929699136
613	0.4422013247	0.7929103366
614	0.4421225317	0.7928507596
615	0.4419507611	0.7927911826
616	0.4418104929	0.7930294906
617	0.4416778106	0.7933869526
618	0.4416005223	0.7935061066
619	0.4415366184	0.7934465296
620	0.4413399204	0.7933273756
621	0.4412910224	0.7935061066
622	0.4412192636	0.7936848377
623	0.4411418827	0.7935656836
624	0.4411098255	0.7935656836
625	0.4410633891	0.7935656836
626	0.4410462771	0.7936848377
627	0.4409856253	0.7938039917
628	0.4409528361	0.7936848377
629	0.4408824489	0.7936252606
630	0.4408746448	0.7936252606
631	0.4407689347	0.7938635687
632	0.4406827176	0.7940422997
633	0.440537196	0.7939231457
634	0.4404444778	0.7941614537
635	0.4402644612	0.7942806077
636	0.4401180835	0.7945189157
637	0.4400735991	0.7942806077
638	0.439952725	0.7944593387
639	0.4398469285	0.7943997617
640	0.4397579013	0.7943997617
641	0.4396983195	0.7946380697
642	0.4396429059	0.7945189157
643	0.4395935164	0.7944593387
644	0.4395401062	0.7943997617
645	0.4394594401	0.7944593387
646	0.4394297641	0.7946380697
647	0.4393426565	0.7946976467
648	0.439302645	0.7946976467
649	0.4392981149	0.7947572237
650	0.4391706966	0.7951146857
651	0.4391226536	0.7952934167
652	0.4390605229	0.7954125707
653	0.4389484895	0.7954125707
654	0.4388894974	0.7952934167
655	0.43882919	0.7955317248
656	0.4387836276	0.7957700328
657	0.438752304	0.7957104558
658	0.4385676977	0.7957104558
659	0.4384927232	0.7952934167
660	0.4384111391	0.7955317248
661	0.4383777126	0.7952934167
662	0.4383349307	0.7952934167
663	0.438307197	0.7954125707
664	0.438212154	0.7953529937
665	0.4381330674	0.7953529937
666	0.4381006227	0.7954125707
667	0.4380673874	0.7954125707
668	0.4379789574	0.7957700328
669	0.4378517095	0.7960083408
670	0.4377371599	0.7961274948
671	0.4374857167	0.7965445338
672	0.4374286302	0.7964849568
673	0.4373352842	0.7960679178
674	0.4372661972	0.7963658028
675	0.4372200971	0.7963658028
676	0.4371781937	0.7964253798
677	0.4370786805	0.7963062258
678	0.4369066102	0.7964253798
679	0.4367679839	0.7965445338
680	0.436708388	0.7969019958
681	0.4366414241	0.7968424188
682	0.4364759248	0.7967828418
683	0.4364431331	0.7969615728
684	0.436352866	0.7967232648
685	0.4363008069	0.7971403038
686	0.4362589767	0.7973190349
687	0.4362342183	0.7971998808
688	0.4362110665	0.7973190349
689	0.4361095102	0.7973786119
690	0.4360929993	0.7973786119
691	0.4360233569	0.7975573429
692	0.4359516543	0.7974381889
693	0.4358146548	0.7977360739
694	0.4357282647	0.7975573429
695	0.4356824696	0.7975573429
696	0.4356081909	0.7972594578
697	0.4355202415	0.7971998808
698	0.4354629314	0.7970211498
699	0.4353319766	0.7972594578
700	0.4352143132	0.7974977659
701	0.4350679934	0.7974381889
702	0.4350044101	0.7974977659
703	0.4349467479	0.7977956509
704	0.4348620654	0.7974977659
705	0.4348212744	0.7975573429
706	0.4347924936	0.7974381889
707	0.4347175522	0.7976764969
708	0.4346461678	0.7976169199
709	0.4345783943	0.7976169199
710	0.4345230734	0.7978552279
711	0.4344457604	0.7976169199
712	0.4343191438	0.7976764969
713	0.4342955054	0.7977956509
714	0.4342570572	0.7980935359
715	0.434152919	0.7980339589
716	0.4341057576	0.7981531129
717	0.4340245101	0.7985701519
718	0.4339671226	0.7986893059
719	0.433891671	0.7983914209
720	0.4338009672	0.7985105749
721	0.4337337485	0.7987488829
722	0.4336803987	0.7987488829
723	0.4336472907	0.7987488829
724	0.4336227747	0.7985701519
725	0.4335953716	0.7985701519
726	0.4334734971	0.7984509979
727	0.4333683614	0.7986893059
728	0.4332741822	0.7986297289
729	0.4331381485	0.7986297289
730	0.4330991036	0.7985701519
731	0.432994045	0.7989276139
732	0.4329470077	0.7990467679
733	0.4328888801	0.7989871909
734	0.4328599993	0.7989276139
735	0.4328244282	0.7989276139
736	0.4327648462	0.7990467679
737	0.4327318257	0.7989871909
738	0.4326786396	0.799165922
739	0.4326140454	0.799106345
740	0.4325379898	0.7989276139
741	0.4324310383	0.7989276139
742	0.4323924664	0.7990467679
743	0.4322588302	0.799463807
744	0.4322220118	0.799463807
745	0.4320889021	0.799582961
746	0.4319634319	0.799642538
747	0.4319273971	0.799642538
748	0.4318995741	0.799642538
749	0.4318463894	0.799582961
750	0.431776888	0.799642538
751	0.4316617441	0.799880846
752	0.431523385	0.799702115
753	0.4315090316	0.799880846
754	0.4314414889	0.8
755	0.4314086902	0.800059577
756	0.4312812777	0.799880846
757	0.4312558701	0.799821269
758	0.4312040617	0.799761692
759	0.4311355676	0.799880846
760	0.4310953838	0.799880846
761	0.4310673752	0.799880846
762	0.4310092352	0.800119154
763	0.430996415	0.800059577
764	0.4309636088	0.800238308
765	0.4309576742	0.800238308
766	0.4309245163	0.800357462
767	0.4308799332	0.800178731
768	0.4308519066	0.800297885
769	0.4308258422	0.800297885
770	0.4307627519	0.800476616
771	0.4306912345	0.800714924
772	0.4305209937	0.800714924
773	0.430471047	0.800774501
774	0.4302848591	0.800714924
775	0.4302614964	0.800655347
776	0.430222346	0.80059577
777	0.4301214903	0.800893655
778	0.4300812505	0.800834078
779	0.4299660382	0.800834078
780	0.4298946434	0.8013702711
781	0.4298170644	0.8013106941
782	0.4297752929	0.8013702711
783	0.4297572028	0.8013702711
784	0.4296681618	0.8011915401
785	0.4294800552	0.8016681561
786	0.4294150282	0.8019660411
787	0.4293721526	0.8019064641
788	0.4293202123	0.8022043491
789	0.4292773954	0.8022043491
790	0.4292272268	0.8021447721
791	0.4290822132	0.8024426571
792	0.4290233421	0.8024426571
793	0.4289906466	0.8023830801
794	0.4289402425	0.8023830801
795	0.4288545026	0.8023830801
796	0.4288051479	0.8024426571
797	0.4287929959	0.8024426571
798	0.4286510503	0.8022639261
799	0.4285909294	0.8024426571
800	0.4285762371	0.8025618111
801	0.4285166501	0.8024426571
802	0.4283805669	0.8025618111
803	0.4283212957	0.8026809651
804	0.4282848073	0.8027405422
805	0.4282345155	0.8028001192
806	0.4281886651	0.8025618111
807	0.4281605454	0.8026213881
808	0.4280260713	0.8026213881
809	0.4279519683	0.8026213881
810	0.4278772736	0.8026213881
811	0.4278609787	0.8025022341
812	0.4278536147	0.8026213881
813	0.4278145566	0.8026213881
814	0.4278004723	0.8026213881
815	0.4277304459	0.8027405422
816	0.4276854975	0.8026809651
817	0.42759724	0.8029788502
818	0.4275139314	0.8030384272
819	0.427475636	0.8029192732
820	0.4274377047	0.8028596962
821	0.4273503803	0.8031575812
822	0.4273037451	0.8032767352
823	0.4272003737	0.8033363122
824	0.427149483	0.8035150432
825	0.4270706239	0.8034554662
826	0.4268714969	0.8033363122
827	0.4268472919	0.8034554662
828	0.4267185416	0.8032767352
829	0.4266547159	0.8033363122
830	0.4265917375	0.8032171582
831	0.4265221278	0.8033363122
832	0.4264490963	0.8036341972
833	0.4264118228	0.8037533512
834	0.4263637575	0.8037533512
835	0.426294168	0.8034554662
836	0.4262139605	0.8032171582
837	0.4260718867	0.8033958892
838	0.4259781833	0.8038725052
839	0.4259483135	0.8039320822
840	0.4259181542	0.8039320822
841	0.4258487466	0.8039916592
842	0.4257831337	0.8040512362
843	0.4256695082	0.8038725052
844	0.4256135725	0.8037533512
845	0.4255294458	0.8039916592
846	0.4253978642	0.8040512362
847	0.4252576439	0.8041108132
848	0.4251904153	0.8041108132
849	0.4251595923	0.8041703902
850	0.4251279162	0.8043491212
851	0.4250221964	0.8038129282
852	0.4249782538	0.8038725052
853	0.4248818622	0.8043491212
854	0.4247884862	0.8047661603
855	0.4247705798	0.8047661603
856	0.4246966544	0.8048257373
857	0.4246597479	0.8049448913
858	0.4246405706	0.8050640453
859	0.4245709294	0.8050044683
860	0.4245002987	0.8050640453
861	0.424426624	0.8049448913
862	0.4243234415	0.8051236223
863	0.4242460458	0.8052427763
864	0.42415785	0.8049448913
865	0.4241482122	0.8047661603
866	0.4240724212	0.8047065833
867	0.4239474199	0.8048853143
868	0.4239019009	0.8050640453
869	0.4237773896	0.8048257373
870	0.4237698129	0.8048853143
871	0.4237281239	0.8049448913
872	0.4236802907	0.8049448913
873	0.4236262975	0.8048257373
874	0.4235313483	0.8051236223
875	0.4234808384	0.8052427763
876	0.4234229964	0.8052427763
877	0.4233203199	0.8050640453
878	0.4232524888	0.8050044683
879	0.4231683211	0.8051831993
880	0.4231020217	0.8054215073
881	0.4230568479	0.8055406613
882	0.4229463422	0.8053619303
883	0.4228360455	0.8057789693
